"SERIAL_CRASH","MONTH","HOUR","HARM_EV","HARM_EVNAME","TYPE_OF_COLLIOSION","NUM_OF_PEOPLE","MOD_YEAR","VPICMAKENAME","VPICMODELNAME","TRAV_SP","DEFORMEDNAME","DEATHS","DR_DRINK","IS_DRIVER_PRESENT","L_TYPENAME","L_STATUSNAME","SPEEDRELNAME","VSPD_LIM","VSURCONDNAME","P_CRASH1NAME","P_CRASH2NAME","P_CRASH3NAME","PCRASH4NAME","PCRASH5NAME","BODY_STYLE","BLIND_SPOT_DETECTION","ARS","FRNT_COLLISION_WARNING","LANE_DEPARTURE_WARNING","CRASH_IMMINENT_BRAKE","DYNAMIC_BRAKE_SUPPORT","NHTSA_ESC","SAFETY_COUNT","notification_count"
62371,2,5,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2019,"DODGE","GRAND CARAVAN",0,"Disabling Damage",2,0,1,"Full Driver License","Valid","No",55,"Dry","Disabled or ""Parked"" in Travel lane","Other critical precrash event (specify:)","No Avoidance Maneuver","Tracking","Stayed in original travel lane","VAN",0,0,0,0,0,0,0,0,0
62384,1,18,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"TOYOTA","COROLLA",10,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Changing Lanes","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed on roadway, but left original travel lane","4 DR",1,1,1,1,1,1,0,6,3
62391,11,19,12,"Motor Vehicle In-Transport","Angle",1,2022,"TOYOTA","COROLLA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Turning Left","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,1,1,0,6,3
62396,3,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2019,"LAND ROVER","RANGE ROVER VELAR",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,2,0,5,2
62400,5,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"TOYOTA","HIGHLANDER",998,"Functional Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Braking","Tracking","Stayed on roadway, but left original travel lane","SUV",0,1,1,1,1,1,0,5,2
62403,6,19,12,"Motor Vehicle In-Transport","Angle",1,2021,"JEEP","WRANGLER",13,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",30,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,1,0,2,2,0,0,1
62404,6,15,12,"Motor Vehicle In-Transport","Front-to-Front",2,2013,"INFINITI","G37",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","2 DR",0,1,0,0,0,0,1,2,0
62409,8,16,12,"Motor Vehicle In-Transport","Angle",1,2018,"INFINITI","Q50",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Turning Left","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,1,1,2,2,0,0,2
62409,8,16,12,"Motor Vehicle In-Transport","Angle",1,2015,"KIA","OPTIMA",999,"Minor Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Other critical precrash event (specify:)","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
62413,8,16,12,"Motor Vehicle In-Transport","Angle",1,2019,"TESLA","MODEL 3",30,"Functional Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","From crossing street, across path","Braking and steering left","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,5,2
62415,11,1,12,"Motor Vehicle In-Transport","Front-to-Front",1,2021,"KIA","FORTE",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,2,1,1,1,1,0,4,3
62419,12,15,12,"Motor Vehicle In-Transport","Angle",2,2021,"AUDI","SQ5",40,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","From adjacent lane (same direction) over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,7,3
62420,12,3,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"TOYOTA","CAMRY",60,"Minor Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,6,2
62421,12,1,12,"Motor Vehicle In-Transport","Front-to-Front",3,2018,"AUDI","S4",60,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,1,0,1,2,0,3,1
62423,4,16,12,"Motor Vehicle In-Transport","Sideswipe - Same Direction",1,2018,"MERCEDES-BENZ","GLA-CLASS",998,"Functional Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Negotiating a Curve","From adjacent lane (same direction) over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,1,1,0,4,2
62427,7,22,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"TOYOTA","RAV4 PRIME",30,"Functional Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,6,3
62430,10,16,12,"Motor Vehicle In-Transport","Angle",1,2016,"HONDA","CR-V",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,0,2,2,0,1,1
62447,12,11,12,"Motor Vehicle In-Transport","Sideswipe - Same Direction",1,2013,"HYUNDAI","ACCENT",0,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Stopped in Roadway","Other critical precrash event (specify:)","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,1,2,0
62449,11,3,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"LINCOLN","MKZ",60,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,0,0,0,2,2
62456,11,10,46,"Traffic Signal Support","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2018,"MINI","HARDTOP",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","3 HB",0,1,1,0,2,2,0,1,1
62461,12,23,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"HONDA","CIVIC",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Other vehicle stopped","Braking and steering right","Tracking","Stayed on roadway, but left original travel lane","4 DR",0,0,0,0,0,0,1,1,0
62471,7,8,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"MAZDA","CX-5",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,2,0,5,3
62472,8,17,12,"Motor Vehicle In-Transport","Front-to-Front",2,2019,"MAZDA","CX-5",65,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Braking and steering right","Precrash stability unknown","Departed roadway","SUV",1,1,1,0,1,1,0,6,2
62475,9,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2012,"TOYOTA","CAMRY",75,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","Braking","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,0,0,1,2,1
62475,9,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"HONDA","ACCORD",65,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,1,1,0,6,3
62476,9,4,12,"Motor Vehicle In-Transport","Front-to-Front",1,2023,"KIA","SOUL",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","SUV",0,2,1,1,1,1,0,4,2
62476,9,4,12,"Motor Vehicle In-Transport","Front-to-Front",1,2023,"KIA","FORTE",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","4 DR",1,2,0,1,2,2,0,1,2
62482,4,5,12,"Motor Vehicle In-Transport","Front-to-Rear",3,2016,"NISSAN","ALTIMA",0,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",65,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,0,1,0,2,2,0,0,1
62486,11,15,12,"Motor Vehicle In-Transport","Front-to-Front",4,2018,"CHEVROLET","EQUINOX",50,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From adjacent lane (same direction) over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,1,2,2,0,2,1
62487,11,17,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"TOYOTA","HIGHLANDER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,6,3
62490,8,22,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2016,"ACURA","RDX",70,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,1,1,2,2,0,1,2
62490,8,22,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2013,"HONDA","ODYSSEY",60,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Object in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","VAN",0,0,0,0,0,0,1,1,0
62493,10,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2013,"TESLA","MODEL S",62,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","5 HB",1,1,0,0,0,0,1,2,1
62493,10,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"JEEP","COMPASS",40,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Other vehicle stopped","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,1,1,0,2,2,0,1,2
62495,7,7,12,"Motor Vehicle In-Transport","Front-to-Rear",10,2012,"DODGE","GRAND CARAVAN",15,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","VAN",0,1,0,0,0,0,1,2,0
62497,8,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"BUICK","CASCADA",998,"Functional Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","C",0,1,0,1,0,0,0,2,1
62499,8,23,12,"Motor Vehicle In-Transport","Front-to-Front",5,2012,"TOYOTA","TUNDRA",13,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Turning Left","Turning Left","No Avoidance Maneuver","Tracking","Stayed in original travel lane","PU/RC",0,0,0,0,0,0,1,1,0
62501,8,12,12,"Motor Vehicle In-Transport","Angle",1,2017,"FORD","FUSION",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Making a U-turn","Making a U-Turn","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,2,2,0,2,0
62503,9,1,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2014,"BMW","535I",20,"Minor Damage",0,0,1,"Full Driver License","Valid","No",20,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,0,1,2,2,1,3,2
62504,9,21,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2012,"TOYOTA","CAMRY",40,"Minor Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,1,2,0
62514,9,12,12,"Motor Vehicle In-Transport","Angle",1,2021,"NISSAN","ROGUE",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Turning Left","Turning Left","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,0,1,1,1,1,0,5,3
62522,10,17,1,"Rollover/Overturn","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"NISSAN","XTERRA",998,"Functional Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Turning Left","Accelerating","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,0,0,0
62525,10,21,12,"Motor Vehicle In-Transport","Front-to-Front",3,2018,"VOLKSWAGEN","ATLAS",63,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Traveling in opposite direction","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,0,1,0
62526,10,22,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,2015,"HONDA","ACCORD",60,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Decelerating in Road","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,2,0
62527,11,11,33,"Curb","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"CHEVROLET","BOLT EUV",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Off the edge of the road on the left side","Unknown/Not Reported","Tracking","Departed roadway","SUV",0,0,1,1,1,1,0,4,2
62529,5,4,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2020,"HONDA","CIVIC",45,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Object in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,5,2
62532,8,10,12,"Motor Vehicle In-Transport","Angle",1,2019,"BMW","530E",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From driveway, intended path not known","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,1,1,0,7,3
62532,8,10,12,"Motor Vehicle In-Transport","Angle",1,2011,"FORD","RANGER",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","From driveway, intended path not known","No Avoidance Maneuver","Tracking","Stayed in original travel lane","PU/EC",0,0,0,0,0,0,1,1,0
62534,11,13,12,"Motor Vehicle In-Transport","Angle",1,2022,"MERCEDES-BENZ","E-CLASS",45,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From opposite direction  over left lane line","Braking","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,1,1,0,5,2
62537,10,17,12,"Motor Vehicle In-Transport","Angle",1,2019,"NISSAN","SENTRA",18,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Turning Left","Turning Left","Accelerating","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,2,2,0,1,1
62539,10,6,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"KIA","SOUL",35,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","SUV",0,1,1,1,0,0,0,1,2
62544,10,16,12,"Motor Vehicle In-Transport","Angle",1,2020,"CHEVROLET","TRAX",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","SUV",0,1,1,0,0,0,0,2,1
62546,10,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,2016,"HONDA","ACCORD",43,"Functional Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Changing Lanes","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed on roadway, but left original travel lane","4 DR",0,1,0,0,2,2,0,2,0
62564,11,20,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"TESLA","MODEL 3",60,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Other critical precrash event (specify:)","Steering left","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,5,2
62568,2,2,12,"Motor Vehicle In-Transport","Angle",1,2021,"CHEVROLET","CAMARO",57,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Other vehicle stopped","Braking","Tracking","Stayed in original travel lane","C",0,1,0,0,0,0,0,2,0
62572,12,23,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2014,"NISSAN","QUEST",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","VAN",0,0,0,1,0,0,1,1,1
62573,10,12,12,"Motor Vehicle In-Transport","Angle",2,2016,"TOYOTA","COROLLA",999,"Damage Reported, Extent Unknown",2,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Crossing Over (Passing Through) Junction","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
62582,11,19,12,"Motor Vehicle In-Transport","Angle",1,2018,"KIA","OPTIMA",0,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Stopped in Roadway","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,2,1,1,2,2,0,0,2
62583,11,17,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"TOYOTA","TACOMA",45,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","Steering left","Tracking","Stayed in original travel lane","PU/CC",0,2,1,1,1,1,0,5,2
62586,9,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2013,"HONDA","CIVIC",998,"Functional Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
62592,11,5,12,"Motor Vehicle In-Transport","Angle",1,2022,"FORD","ESCAPE",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Traveling in same direction with lower steady speed","Unknown/Not Reported","Tracking","Stayed on roadway, not known if left original travel lane","SUV",1,0,1,1,1,1,0,6,3
62593,11,17,12,"Motor Vehicle In-Transport","Front-to-Front",1,2014,"TOYOTA","CAMRY",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
62594,11,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,2011,"NISSAN","ALTIMA",30,"Minor Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","2 DR",0,1,0,0,0,0,1,2,0
62596,11,17,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,2016,"CHEVROLET","TRAVERSE",55,"Functional Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","Braking and steering right","Tracking","Stayed in original travel lane","SUV",0,1,1,0,0,0,0,2,1
62598,4,2,12,"Motor Vehicle In-Transport","Front-to-Rear",4,2019,"MAZDA","CX-9",0,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,6,3
62598,4,2,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2016,"NISSAN","ALTIMA",0,"Functional Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Stopped in Roadway","Other vehicle stopped","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,2,2,0,0,0
62598,4,2,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2012,"TOYOTA","CAMRY",0,"Minor Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Stopped in Roadway","Other vehicle stopped","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,0,0,1,2,1
62599,10,7,12,"Motor Vehicle In-Transport","Sideswipe - Same Direction",3,2020,"FORD","TRANSIT",68,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Passing or Overtaking Another Vehicle","Over the lane line on left side of travel lane","Steering right","Skidding longitudinally  rotation less than 30 degrees","Stayed on roadway, but left original travel lane","VAN",1,0,1,0,1,1,0,4,2
62607,9,18,12,"Motor Vehicle In-Transport","Angle",1,2023,"HYUNDAI","TUCSON",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,2,1,1,1,1,0,5,3
62614,9,21,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2019,"VOLKSWAGEN","TIGUAN",0,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",70,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,1,0,2,2,0,2,1
62614,9,21,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2011,"BMW","328I",0,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","2 DR",0,1,0,0,0,0,1,2,0
62615,10,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2020,"CHEVROLET","MALIBU",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,2,0,1,2,2,0,1,2
62616,11,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"CHEVROLET","BLAZER",35,"Functional Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,0,2,2,0,2,1
62617,12,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"NISSAN","SENTRA",40,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,2,1,1,1,1,0,5,3
62623,12,18,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"KIA","RIO",39,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Negotiating a Curve","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,2,0,0,2,2,0,0,0
62628,8,0,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2019,"NISSAN","ARMADA",75,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Other vehicle stopped","Braking","Tracking","Stayed in original travel lane","SUV",1,0,1,0,1,1,0,3,2
62629,9,21,12,"Motor Vehicle In-Transport","Angle",1,2014,"RAM","1500",55,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, across path","Braking","Tracking","Stayed in original travel lane","PU/RC",0,1,0,0,0,0,1,2,0
62633,12,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"KIA","SEDONA",25,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","VAN",1,2,0,1,2,2,0,0,2
62638,12,17,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"AUDI","Q7",999,"Functional Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,4,3
62641,12,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"MAZDA","CX-5",45,"Functional Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,6,3
62642,12,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2013,"INFINITI","G37",48,"Functional Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Negotiating a Curve","Pedestrian in road","Braking and steering right","Tracking","Stayed on roadway, but left original travel lane","2 DR",0,1,0,0,0,0,1,2,0
62642,12,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"TOYOTA","CAMRY",48,"Functional Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Negotiating a Curve","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,1,1,0,6,3
62644,12,18,12,"Motor Vehicle In-Transport","Angle",4,2018,"MAZDA","CX-5",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,0,1,2,0,5,2
